listing_no,title,price,sqm,rooms,address
212,"
                1180 3 Zimmer-Wohnung
            ","
                    Miete€ 984,20
                ","
                    Wohnfläche75 m²
                ","
                        Zimmer 3
                    ",1180 Wien
212,"
                Helle 2-Zimmer-Wohnung mit tollem Blick! Schloss Hetzendorf/Schnellbahn
            ","
                    Miete€ 799,28
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 2
                    ",1120 Wien
212,"
                - miet-me - Charmantes, renoviertes Altbaustil Zuhause
            ","
                    Miete€ 1.058,30
                ","
                    Wohnfläche82 m²
                ","
                        Zimmer 3
                    ",1230 Wien / Liesing
212,"
                23. Stock! Provisionsfrei! GENIALE 2-ZIMMER-WOHNUNG MIT FUßBODENHEIZUNG, WEITBLICK UND BALKON!
            ","
                    Miete€ 895,84
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 2
                    ",1100 Wien
212,"
                LEOPOLD XXI - wunderschöne Dachgeschosswohnung mit Terrasse - Provisionsfrei für den Mieter!
            ","
                    Miete€ 846,00
                ","
                    Wohnfläche53 m²
                ","
                        Zimmer 2
                    ",1210 Wien
212,"
                LEOPOLD XXI Erstbezug im 21. Bezirk: Top 2-Zimmerwohnung - Provisionsfrei für den Mieter!
            ","
                    Miete€ 795,99
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1210 Wien
212,"
                Leopold XXI - wunderschöner Erstbezug mit Terrasse - Provisionsfrei für den Mieter!
            ","
                    Miete€ 1.090,00
                ","
                    Wohnfläche63 m²
                ","
                        Zimmer 3
                    ",1210 Wien
212,"
                LEOPOLD XXI optimaler Grundriss für Pärchen - moderne 2 Zimmerwohnung - Provisionsfrei für den Mieter!
            ","
                    Miete€ 846,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1210 Wien
213,"
                LEOPOLD XXI - traumhafte 2-Zimmerwohnung mit Anbindung ins Stadtinnere - Provisionsfrei für den Mieter!
            ","
                    Miete€ 890,00
                ","
                    Wohnfläche56 m²
                ","
                        Zimmer 2
                    ",1210 Wien
213,"
                LEOPOLD XXI Ideale Balance zwischen Stadt und ländlichem Charme - Provisionsfrei für den Mieter!
            ","
                    Miete€ 836,00
                ","
                    Wohnfläche52 m²
                ","
                        Zimmer 2
                    ",1210 Wien
213,"
                Leopold XXI - lichtdurchflutete Dachgeschosswohnung im 21. - Provisionsfrei für den Mieter!
            ","
                    Miete€ 1.196,01
                ","
                    Wohnfläche72 m²
                ","
                        Zimmer 3
                    ",1210 Wien
213,"
                LEOPOLD XXI moderne Dachgeschosswohnung mit Terrasse - Provisionsfrei für den Mieter!
            ","
                    Miete€ 1.196,00
                ","
                    Wohnfläche72 m²
                ","
                        Zimmer 3
                    ",1210 Wien
213,"
                Erstbezug - schicke Wohnung mit möglicher Büronutzung in Traumlage/Nähe U3
            ","
                    Miete€ 2.775,25
                ","
                    Wohnfläche94 m²
                ","
                        Zimmer 2
                    ",1010 Wien
213,"
                Unbefristet Thaliastraße Nähe Kreitnergasse
            ","
                    Miete€ 570,00
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 2
                    ",1160 Wien
213,"
                Geräumige 4 Zimmerwohnung mit perfekter öffentlicher Verkehrsanbindung
            ","
                    Miete€ 1.520,00
                ","
                    Wohnfläche93 m²
                ","
                        Zimmer 4
                    ",1180 Wien
213,"
                PROVISIONSFREIER ERSTBEZUG MODERN WOHNEN ZWISCHEN STADT UND NATUR
            ","
                    Miete€ 794,99
                ","
                    Wohnfläche48 m²
                ","
                        Zimmer 1
                    ",1230 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 779,58
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 739,62
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 2
                    ",1220 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 769,70
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1220 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 769,79
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 769,89
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
213,"
                Erstbezugstraum nahe U1 modernes Wohngebiet Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei
            ","
                    Miete€ 769,89
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
